label,speaker,take,id
5,nicolas,9,5_nicolas_9.wav
3,yweweler,14,3_yweweler_14.wav
1,lucas,5,1_lucas_5.wav
2,george,44,2_george_44.wav
4,yweweler,38,4_yweweler_38.wav
3,yweweler,28,3_yweweler_28.wav
4,yweweler,10,4_yweweler_10.wav
3,george,1,3_george_1.wav
1,nicolas,15,1_nicolas_15.wav
1,jackson,42,1_jackson_42.wav
0,theo,46,0_theo_46.wav
6,lucas,9,6_lucas_9.wav
5,nicolas,48,5_nicolas_48.wav
9,jackson,43,9_jackson_43.wav
9,nicolas,14,9_nicolas_14.wav
4,nicolas,7,4_nicolas_7.wav
1,nicolas,29,1_nicolas_29.wav
4,jackson,0,4_jackson_0.wav
1,lucas,43,1_lucas_43.wav
5,jackson,23,5_jackson_23.wav
7,george,9,7_george_9.wav
9,nicolas,28,9_nicolas_28.wav
5,jackson,37,5_jackson_37.wav
2,jackson,20,2_jackson_20.wav
2,jackson,34,2_jackson_34.wav
7,yweweler,41,7_yweweler_41.wav
4,theo,11,4_theo_11.wav
7,nicolas,2,7_nicolas_2.wav
6,jackson,41,6_jackson_41.wav
6,nicolas,16,6_nicolas_16.wav
9,lucas,17,9_lucas_17.wav
4,theo,39,4_theo_39.wav
9,theo,45,9_theo_45.wav
7,jackson,5,7_jackson_5.wav
9,yweweler,32,9_yweweler_32.wav
9,yweweler,26,9_yweweler_26.wav
7,theo,5,7_theo_5.wav
6,yweweler,8,6_yweweler_8.wav
4,george,1,4_george_1.wav
0,yweweler,45,0_yweweler_45.wav
1,george,41,1_george_41.wav
6,lucas,43,6_lucas_43.wav
3,theo,35,3_theo_35.wav
0,george,9,0_george_9.wav
8,lucas,6,8_lucas_6.wav
3,theo,21,3_theo_21.wav
6,george,45,6_george_45.wav
6,theo,30,6_theo_30.wav
1,nicolas,8,1_nicolas_8.wav
6,theo,24,6_theo_24.wav
5,yweweler,49,5_yweweler_49.wav
2,george,6,2_george_6.wav
8,george,37,8_george_37.wav
8,george,23,8_george_23.wav
6,theo,18,6_theo_18.wav
4,jackson,33,4_jackson_33.wav
0,nicolas,6,0_nicolas_6.wav
0,nicolas,39,0_nicolas_39.wav
9,george,11,9_george_11.wav
1,theo,28,1_theo_28.wav
4,jackson,27,4_jackson_27.wav
8,nicolas,38,8_nicolas_38.wav
8,nicolas,10,8_nicolas_10.wav
8,jackson,47,8_jackson_47.wav
0,lucas,44,0_lucas_44.wav
0,jackson,46,0_jackson_46.wav
0,nicolas,11,0_nicolas_11.wav
9,george,39,9_george_39.wav
0,jackson,1,0_jackson_1.wav
1,theo,14,1_theo_14.wav
6,yweweler,24,6_yweweler_24.wav
8,lucas,38,8_lucas_38.wav
3,nicolas,3,3_nicolas_3.wav
7,nicolas,12,7_nicolas_12.wav
7,jackson,45,7_jackson_45.wav
8,theo,17,8_theo_17.wav
6,yweweler,30,6_yweweler_30.wav
3,jackson,18,3_jackson_18.wav
5,theo,43,5_theo_43.wav
1,yweweler,20,1_yweweler_20.wav
6,yweweler,18,6_yweweler_18.wav
3,jackson,30,3_jackson_30.wav
8,yweweler,43,8_yweweler_43.wav
5,george,6,5_george_6.wav
3,jackson,24,3_jackson_24.wav
3,jackson,4,3_jackson_4.wav
8,lucas,10,8_lucas_10.wav
1,yweweler,34,1_yweweler_34.wav
5,george,40,5_george_40.wav
4,lucas,0,4_lucas_0.wav
2,theo,0,2_theo_0.wav
9,theo,8,9_theo_8.wav
7,lucas,44,7_lucas_44.wav
9,theo,9,9_theo_9.wav
2,theo,1,2_theo_1.wav
7,lucas,45,7_lucas_45.wav
4,lucas,1,4_lucas_1.wav
5,george,41,5_george_41.wav
1,yweweler,35,1_yweweler_35.wav
8,lucas,11,8_lucas_11.wav
3,jackson,5,3_jackson_5.wav
3,jackson,25,3_jackson_25.wav
3,jackson,31,3_jackson_31.wav
6,yweweler,19,6_yweweler_19.wav
1,yweweler,21,1_yweweler_21.wav
5,theo,42,5_theo_42.wav
5,george,7,5_george_7.wav
8,yweweler,42,8_yweweler_42.wav
7,jackson,44,7_jackson_44.wav
7,nicolas,13,7_nicolas_13.wav
3,jackson,19,3_jackson_19.wav
6,yweweler,31,6_yweweler_31.wav
8,theo,16,8_theo_16.wav
8,lucas,39,8_lucas_39.wav
6,yweweler,25,6_yweweler_25.wav
3,nicolas,2,3_nicolas_2.wav
9,george,38,9_george_38.wav
0,nicolas,10,0_nicolas_10.wav
0,jackson,47,0_jackson_47.wav
0,lucas,45,0_lucas_45.wav
1,theo,15,1_theo_15.wav
0,jackson,0,0_jackson_0.wav
8,jackson,46,8_jackson_46.wav
8,nicolas,11,8_nicolas_11.wav
8,nicolas,39,8_nicolas_39.wav
4,jackson,26,4_jackson_26.wav
1,theo,29,1_theo_29.wav
4,jackson,32,4_jackson_32.wav
9,george,10,9_george_10.wav
0,nicolas,38,0_nicolas_38.wav
0,nicolas,7,0_nicolas_7.wav
8,george,22,8_george_22.wav
6,theo,19,6_theo_19.wav
2,george,7,2_george_7.wav
8,george,36,8_george_36.wav
1,nicolas,9,1_nicolas_9.wav
5,yweweler,48,5_yweweler_48.wav
6,theo,25,6_theo_25.wav
6,theo,31,6_theo_31.wav
6,george,44,6_george_44.wav
3,theo,20,3_theo_20.wav
3,theo,34,3_theo_34.wav
0,george,8,0_george_8.wav
6,lucas,42,6_lucas_42.wav
8,lucas,7,8_lucas_7.wav
1,george,40,1_george_40.wav
4,george,0,4_george_0.wav
6,yweweler,9,6_yweweler_9.wav
7,theo,4,7_theo_4.wav
9,yweweler,27,9_yweweler_27.wav
0,yweweler,44,0_yweweler_44.wav
9,theo,44,9_theo_44.wav
4,theo,38,4_theo_38.wav
9,lucas,16,9_lucas_16.wav
6,nicolas,17,6_nicolas_17.wav
6,jackson,40,6_jackson_40.wav
9,yweweler,33,9_yweweler_33.wav
7,jackson,4,7_jackson_4.wav
2,jackson,35,2_jackson_35.wav
7,nicolas,3,7_nicolas_3.wav
4,theo,10,4_theo_10.wav
7,yweweler,40,7_yweweler_40.wav
2,jackson,21,2_jackson_21.wav
5,jackson,36,5_jackson_36.wav
9,nicolas,29,9_nicolas_29.wav
1,nicolas,28,1_nicolas_28.wav
7,george,8,7_george_8.wav
5,jackson,22,5_jackson_22.wav
1,lucas,42,1_lucas_42.wav
4,jackson,1,4_jackson_1.wav
9,nicolas,15,9_nicolas_15.wav
9,jackson,42,9_jackson_42.wav
4,nicolas,6,4_nicolas_6.wav
0,theo,47,0_theo_47.wav
1,jackson,43,1_jackson_43.wav
1,nicolas,14,1_nicolas_14.wav
5,nicolas,49,5_nicolas_49.wav
6,lucas,8,6_lucas_8.wav
3,george,0,3_george_0.wav
4,yweweler,11,4_yweweler_11.wav
3,yweweler,29,3_yweweler_29.wav
2,george,45,2_george_45.wav
4,yweweler,39,4_yweweler_39.wav
3,yweweler,15,3_yweweler_15.wav
5,nicolas,8,5_nicolas_8.wav
1,lucas,4,1_lucas_4.wav
2,george,47,2_george_47.wav
1,lucas,6,1_lucas_6.wav
7,theo,49,7_theo_49.wav
3,yweweler,17,3_yweweler_17.wav
5,lucas,48,5_lucas_48.wav
3,george,2,3_george_2.wav
4,yweweler,13,4_yweweler_13.wav
4,nicolas,4,4_nicolas_4.wav
9,jackson,40,9_jackson_40.wav
9,nicolas,17,9_nicolas_17.wav
1,yweweler,8,1_yweweler_8.wav
3,george,49,3_george_49.wav
0,theo,45,0_theo_45.wav
1,nicolas,16,1_nicolas_16.wav
1,jackson,41,1_jackson_41.wav
9,yweweler,9,9_yweweler_9.wav
5,jackson,34,5_jackson_34.wav
4,jackson,3,4_jackson_3.wav
1,lucas,40,1_lucas_40.wav
5,jackson,20,5_jackson_20.wav
4,theo,8,4_theo_8.wav
7,yweweler,42,7_yweweler_42.wav
4,theo,12,4_theo_12.wav
7,nicolas,1,7_nicolas_1.wav
2,jackson,37,2_jackson_37.wav
9,yweweler,19,9_yweweler_19.wav
2,jackson,23,2_jackson_23.wav
9,lucas,28,9_lucas_28.wav
6,nicolas,29,6_nicolas_29.wav
0,yweweler,46,0_yweweler_46.wav
7,theo,6,7_theo_6.wav
2,lucas,48,2_lucas_48.wav
9,yweweler,25,9_yweweler_25.wav
4,george,2,4_george_2.wav
2,nicolas,48,2_nicolas_48.wav
7,jackson,6,7_jackson_6.wav
9,yweweler,31,9_yweweler_31.wav
6,jackson,42,6_jackson_42.wav
6,nicolas,15,6_nicolas_15.wav
9,theo,46,9_theo_46.wav
9,lucas,14,9_lucas_14.wav
1,george,42,1_george_42.wav
3,theo,22,3_theo_22.wav
6,jackson,8,6_jackson_8.wav
8,lucas,5,8_lucas_5.wav
6,lucas,40,6_lucas_40.wav
3,theo,36,3_theo_36.wav
6,theo,27,6_theo_27.wav
6,george,46,6_george_46.wav
6,theo,33,6_theo_33.wav
8,george,20,8_george_20.wav
8,george,34,8_george_34.wav
2,george,5,2_george_5.wav
4,jackson,24,4_jackson_24.wav
7,george,48,7_george_48.wav
0,nicolas,5,0_nicolas_5.wav
9,george,12,9_george_12.wav
4,jackson,30,4_jackson_30.wav
0,jackson,2,0_jackson_2.wav
1,theo,17,1_theo_17.wav
4,jackson,18,4_jackson_18.wav
0,lucas,47,0_lucas_47.wav
0,jackson,45,0_jackson_45.wav
0,nicolas,12,0_nicolas_12.wav
8,nicolas,13,8_nicolas_13.wav
8,jackson,44,8_jackson_44.wav
8,theo,14,8_theo_14.wav
6,yweweler,33,6_yweweler_33.wav
7,nicolas,11,7_nicolas_11.wav
7,jackson,46,7_jackson_46.wav
3,nicolas,0,3_nicolas_0.wav
6,yweweler,27,6_yweweler_27.wav
3,jackson,27,3_jackson_27.wav
8,theo,28,8_theo_28.wav
8,lucas,13,8_lucas_13.wav
3,jackson,7,3_jackson_7.wav
1,yweweler,37,1_yweweler_37.wav
7,nicolas,39,7_nicolas_39.wav
8,yweweler,40,8_yweweler_40.wav
5,george,5,5_george_5.wav
5,theo,40,5_theo_40.wav
1,yweweler,23,1_yweweler_23.wav
3,jackson,33,3_jackson_33.wav
5,george,43,5_george_43.wav
7,lucas,47,7_lucas_47.wav
2,theo,3,2_theo_3.wav
4,lucas,3,4_lucas_3.wav
2,jackson,9,2_jackson_9.wav
4,lucas,2,4_lucas_2.wav
2,jackson,8,2_jackson_8.wav
7,lucas,46,7_lucas_46.wav
2,theo,2,2_theo_2.wav
5,george,42,5_george_42.wav
5,george,4,5_george_4.wav
8,yweweler,41,8_yweweler_41.wav
7,nicolas,38,7_nicolas_38.wav
3,jackson,32,3_jackson_32.wav
1,yweweler,22,1_yweweler_22.wav
5,theo,41,5_theo_41.wav
1,yweweler,36,1_yweweler_36.wav
3,jackson,6,3_jackson_6.wav
8,lucas,12,8_lucas_12.wav
8,theo,29,8_theo_29.wav
3,jackson,26,3_jackson_26.wav
3,nicolas,1,3_nicolas_1.wav
6,yweweler,26,6_yweweler_26.wav
6,yweweler,32,6_yweweler_32.wav
8,theo,15,8_theo_15.wav
7,jackson,47,7_jackson_47.wav
7,nicolas,10,7_nicolas_10.wav
8,jackson,45,8_jackson_45.wav
8,nicolas,12,8_nicolas_12.wav
4,jackson,19,4_jackson_19.wav
1,theo,16,1_theo_16.wav
0,jackson,3,0_jackson_3.wav
0,nicolas,13,0_nicolas_13.wav
0,jackson,44,0_jackson_44.wav
0,lucas,46,0_lucas_46.wav
9,george,13,9_george_13.wav
0,nicolas,4,0_nicolas_4.wav
4,jackson,31,4_jackson_31.wav
7,george,49,7_george_49.wav
4,jackson,25,4_jackson_25.wav
8,george,35,8_george_35.wav
2,george,4,2_george_4.wav
8,george,21,8_george_21.wav
6,theo,32,6_theo_32.wav
6,george,47,6_george_47.wav
6,theo,26,6_theo_26.wav
8,lucas,4,8_lucas_4.wav
3,theo,37,3_theo_37.wav
6,lucas,41,6_lucas_41.wav
3,theo,23,3_theo_23.wav
6,jackson,9,6_jackson_9.wav
1,george,43,1_george_43.wav
9,yweweler,30,9_yweweler_30.wav
7,jackson,7,7_jackson_7.wav
2,nicolas,49,2_nicolas_49.wav
9,lucas,15,9_lucas_15.wav
9,theo,47,9_theo_47.wav
6,nicolas,14,6_nicolas_14.wav
6,jackson,43,6_jackson_43.wav
0,yweweler,47,0_yweweler_47.wav
4,george,3,4_george_3.wav
9,yweweler,24,9_yweweler_24.wav
2,lucas,49,2_lucas_49.wav
7,theo,7,7_theo_7.wav
2,jackson,22,2_jackson_22.wav
6,nicolas,28,6_nicolas_28.wav
9,lucas,29,9_lucas_29.wav
7,nicolas,0,7_nicolas_0.wav
4,theo,13,4_theo_13.wav
7,yweweler,43,7_yweweler_43.wav
9,yweweler,18,9_yweweler_18.wav
2,jackson,36,2_jackson_36.wav
4,theo,9,4_theo_9.wav
5,jackson,21,5_jackson_21.wav
1,lucas,41,1_lucas_41.wav
4,jackson,2,4_jackson_2.wav
5,jackson,35,5_jackson_35.wav
3,george,48,3_george_48.wav
9,yweweler,8,9_yweweler_8.wav
1,jackson,40,1_jackson_40.wav
1,nicolas,17,1_nicolas_17.wav
0,theo,44,0_theo_44.wav
4,nicolas,5,4_nicolas_5.wav
1,yweweler,9,1_yweweler_9.wav
9,nicolas,16,9_nicolas_16.wav
9,jackson,41,9_jackson_41.wav
4,yweweler,12,4_yweweler_12.wav
3,george,3,3_george_3.wav
5,lucas,49,5_lucas_49.wav
1,lucas,7,1_lucas_7.wav
3,yweweler,16,3_yweweler_16.wav
7,theo,48,7_theo_48.wav
2,george,46,2_george_46.wav
5,jackson,8,5_jackson_8.wav
3,george,7,3_george_7.wav
4,yweweler,16,4_yweweler_16.wav
2,george,42,2_george_42.wav
3,yweweler,12,3_yweweler_12.wav
1,lucas,3,1_lucas_3.wav
5,jackson,31,5_jackson_31.wav
1,lucas,45,1_lucas_45.wav
4,jackson,6,4_jackson_6.wav
5,jackson,25,5_jackson_25.wav
9,jackson,45,9_jackson_45.wav
9,nicolas,12,9_nicolas_12.wav
4,nicolas,1,4_nicolas_1.wav
0,theo,40,0_theo_40.wav
1,nicolas,13,1_nicolas_13.wav
1,jackson,44,1_jackson_44.wav
5,jackson,19,5_jackson_19.wav
7,theo,3,7_theo_3.wav
9,yweweler,20,9_yweweler_20.wav
4,george,7,4_george_7.wav
0,yweweler,43,0_yweweler_43.wav
6,jackson,47,6_jackson_47.wav
6,nicolas,10,6_nicolas_10.wav
9,theo,43,9_theo_43.wav
9,lucas,11,9_lucas_11.wav
7,jackson,3,7_jackson_3.wav
9,yweweler,34,9_yweweler_34.wav
2,jackson,32,2_jackson_32.wav
6,nicolas,38,6_nicolas_38.wav
7,yweweler,47,7_yweweler_47.wav
7,nicolas,4,7_nicolas_4.wav
4,theo,17,4_theo_17.wav
9,lucas,39,9_lucas_39.wav
2,jackson,26,2_jackson_26.wav
0,george,49,0_george_49.wav
3,theo,27,3_theo_27.wav
6,lucas,45,6_lucas_45.wav
3,theo,33,3_theo_33.wav
8,lucas,0,8_lucas_0.wav
1,george,47,1_george_47.wav
8,george,25,8_george_25.wav
2,george,0,2_george_0.wav
1,jackson,9,1_jackson_9.wav
8,george,31,8_george_31.wav
1,theo,8,1_theo_8.wav
8,george,19,8_george_19.wav
6,theo,22,6_theo_22.wav
6,george,43,6_george_43.wav
6,theo,36,6_theo_36.wav
0,jackson,40,0_jackson_40.wav
0,nicolas,17,0_nicolas_17.wav
8,yweweler,8,8_yweweler_8.wav
0,lucas,42,0_lucas_42.wav
6,george,8,6_george_8.wav
0,jackson,7,0_jackson_7.wav
1,theo,12,1_theo_12.wav
8,nicolas,16,8_nicolas_16.wav
8,jackson,41,8_jackson_41.wav
0,yweweler,9,0_yweweler_9.wav
4,jackson,21,4_jackson_21.wav
4,jackson,35,4_jackson_35.wav
0,nicolas,0,0_nicolas_0.wav
9,george,17,9_george_17.wav
7,nicolas,28,7_nicolas_28.wav
3,jackson,22,3_jackson_22.wav
8,lucas,16,8_lucas_16.wav
3,jackson,2,3_jackson_2.wav
1,yweweler,32,1_yweweler_32.wav
8,theo,39,8_theo_39.wav
5,theo,45,5_theo_45.wav
1,yweweler,26,1_yweweler_26.wav
3,jackson,36,3_jackson_36.wav
8,yweweler,45,8_yweweler_45.wav
5,george,0,5_george_0.wav
7,nicolas,14,7_nicolas_14.wav
7,jackson,43,7_jackson_43.wav
8,theo,11,8_theo_11.wav
3,nicolas,49,3_nicolas_49.wav
6,yweweler,36,6_yweweler_36.wav
4,george,48,4_george_48.wav
6,yweweler,22,6_yweweler_22.wav
3,nicolas,5,3_nicolas_5.wav
2,theo,6,2_theo_6.wav
7,lucas,42,7_lucas_42.wav
1,george,8,1_george_8.wav
2,theo,49,2_theo_49.wav
4,lucas,6,4_lucas_6.wav
5,george,46,5_george_46.wav
5,george,47,5_george_47.wav
2,theo,48,2_theo_48.wav
4,lucas,7,4_lucas_7.wav
2,theo,7,2_theo_7.wav
1,george,9,1_george_9.wav
7,lucas,43,7_lucas_43.wav
6,yweweler,23,6_yweweler_23.wav
3,nicolas,4,3_nicolas_4.wav
7,jackson,42,7_jackson_42.wav
7,nicolas,15,7_nicolas_15.wav
4,george,49,4_george_49.wav
6,yweweler,37,6_yweweler_37.wav
3,nicolas,48,3_nicolas_48.wav
8,theo,10,8_theo_10.wav
3,jackson,37,3_jackson_37.wav
1,yweweler,27,1_yweweler_27.wav
5,theo,44,5_theo_44.wav
8,theo,38,8_theo_38.wav
5,george,1,5_george_1.wav
8,yweweler,44,8_yweweler_44.wav
7,nicolas,29,7_nicolas_29.wav
1,yweweler,33,1_yweweler_33.wav
3,jackson,3,3_jackson_3.wav
8,lucas,17,8_lucas_17.wav
3,jackson,23,3_jackson_23.wav
4,jackson,34,4_jackson_34.wav
9,george,16,9_george_16.wav
0,nicolas,1,0_nicolas_1.wav
4,jackson,20,4_jackson_20.wav
0,yweweler,8,0_yweweler_8.wav
8,jackson,40,8_jackson_40.wav
8,nicolas,17,8_nicolas_17.wav
6,george,9,6_george_9.wav
0,lucas,43,0_lucas_43.wav
8,yweweler,9,8_yweweler_9.wav
0,nicolas,16,0_nicolas_16.wav
0,jackson,41,0_jackson_41.wav
1,theo,13,1_theo_13.wav
0,jackson,6,0_jackson_6.wav
6,theo,37,6_theo_37.wav
6,george,42,6_george_42.wav
8,george,18,8_george_18.wav
6,theo,23,6_theo_23.wav
1,jackson,8,1_jackson_8.wav
2,george,1,2_george_1.wav
1,theo,9,1_theo_9.wav
8,george,30,8_george_30.wav
8,george,24,8_george_24.wav
1,george,46,1_george_46.wav
3,theo,32,3_theo_32.wav
6,lucas,44,6_lucas_44.wav
8,lucas,1,8_lucas_1.wav
3,theo,26,3_theo_26.wav
0,george,48,0_george_48.wav
2,jackson,27,2_jackson_27.wav
2,jackson,33,2_jackson_33.wav
9,lucas,38,9_lucas_38.wav
4,theo,16,4_theo_16.wav
7,nicolas,5,7_nicolas_5.wav
7,yweweler,46,7_yweweler_46.wav
6,nicolas,39,6_nicolas_39.wav
9,lucas,10,9_lucas_10.wav
9,theo,42,9_theo_42.wav
6,nicolas,11,6_nicolas_11.wav
6,jackson,46,6_jackson_46.wav
9,yweweler,35,9_yweweler_35.wav
7,jackson,2,7_jackson_2.wav
4,george,6,4_george_6.wav
9,yweweler,21,9_yweweler_21.wav
7,theo,2,7_theo_2.wav
0,yweweler,42,0_yweweler_42.wav
1,jackson,45,1_jackson_45.wav
1,nicolas,12,1_nicolas_12.wav
0,theo,41,0_theo_41.wav
5,jackson,18,5_jackson_18.wav
9,nicolas,13,9_nicolas_13.wav
9,jackson,44,9_jackson_44.wav
4,nicolas,0,4_nicolas_0.wav
5,jackson,24,5_jackson_24.wav
4,jackson,7,4_jackson_7.wav
1,lucas,44,1_lucas_44.wav
5,jackson,30,5_jackson_30.wav
3,yweweler,13,3_yweweler_13.wav
1,lucas,2,1_lucas_2.wav
2,george,43,2_george_43.wav
4,yweweler,17,4_yweweler_17.wav
5,jackson,9,5_jackson_9.wav
3,george,6,3_george_6.wav
4,yweweler,15,4_yweweler_15.wav
3,yweweler,39,3_yweweler_39.wav
3,george,4,3_george_4.wav
1,lucas,0,1_lucas_0.wav
4,yweweler,29,4_yweweler_29.wav
3,yweweler,11,3_yweweler_11.wav
2,george,41,2_george_41.wav
1,lucas,46,1_lucas_46.wav
4,jackson,5,4_jackson_5.wav
5,jackson,26,5_jackson_26.wav
9,nicolas,39,9_nicolas_39.wav
1,nicolas,38,1_nicolas_38.wav
5,jackson,32,5_jackson_32.wav
1,nicolas,10,1_nicolas_10.wav
1,jackson,47,1_jackson_47.wav
0,theo,43,0_theo_43.wav
4,nicolas,2,4_nicolas_2.wav
9,jackson,46,9_jackson_46.wav
9,nicolas,11,9_nicolas_11.wav
7,jackson,0,7_jackson_0.wav
2,jackson,19,2_jackson_19.wav
9,yweweler,37,9_yweweler_37.wav
6,jackson,44,6_jackson_44.wav
6,nicolas,13,6_nicolas_13.wav
9,lucas,12,9_lucas_12.wav
9,theo,40,9_theo_40.wav
0,yweweler,40,0_yweweler_40.wav
4,theo,28,4_theo_28.wav
9,yweweler,23,9_yweweler_23.wav
7,theo,0,7_theo_0.wav
4,george,4,4_george_4.wav
2,jackson,25,2_jackson_25.wav
7,yweweler,44,7_yweweler_44.wav
7,nicolas,7,7_nicolas_7.wav
4,theo,14,4_theo_14.wav
2,jackson,31,2_jackson_31.wav
8,lucas,3,8_lucas_3.wav
6,lucas,46,6_lucas_46.wav
3,theo,30,3_theo_30.wav
3,theo,24,3_theo_24.wav
6,nicolas,9,6_nicolas_9.wav
3,theo,18,3_theo_18.wav
1,george,44,1_george_44.wav
8,george,32,8_george_32.wav
4,lucas,49,4_lucas_49.wav
2,george,3,2_george_3.wav
2,yweweler,48,2_yweweler_48.wav
8,george,26,8_george_26.wav
6,george,40,6_george_40.wav
6,theo,35,6_theo_35.wav
6,theo,21,6_theo_21.wav
9,george,28,9_george_28.wav
8,nicolas,15,8_nicolas_15.wav
8,jackson,42,8_jackson_42.wav
0,jackson,4,0_jackson_4.wav
1,theo,11,1_theo_11.wav
4,nicolas,49,4_nicolas_49.wav
0,jackson,43,0_jackson_43.wav
0,nicolas,14,0_nicolas_14.wav
0,lucas,41,0_lucas_41.wav
